Batch_ID,Product_Type,Production_Line,Machine_ID,Workers_Assigned,Raw_Material_Quantity,Batch_Size,Production_Priority,Quality_Check_Level,Machine_Load,Temperature_Control,Shift,Processing_Time,Worker_Wage_Rate_INR_per_Min,Machine_Usage_Rate_INR_per_Min,Raw_Material_Cost_INR,Batch_Cost_INR,Production_Timestamp
B2259,OncoDrug_D,Line_3,M5,6,180.36,62,Low,Standard,0.56,Stable,Morning,37.59,2.3,8.7,23126.0,23971.78,22/01/2024 14:00
B2260,OncoDrug_C,Line_4,M1,5,188.17,187,Low,Strict,0.64,Stable,Evening,78.55,3.18,10.47,24823.3,26895.71,22/01/2024 16:00
B2261,OncoDrug_B,Line_2,M4,4,248.61,163,Low,Strict,0.51,Minor_Fluctuation,Evening,69.41,3.05,16.5,25299.57,27291.63,22/01/2024 18:00
B2262,OncoDrug_C,Line_3,M5,6,204.62,125,Low,Critical,0.6,Controlled_Adjustment,Morning,73.45,3.42,12.22,27269.86,29672.9,22/01/2024 20:00
B2263,OncoDrug_D,Line_3,M1,7,221.56,73,High,Standard,0.81,Stable,Morning,43.34,2.87,14.6,28245.36,29747.82,22/01/2024 22:00
B2264,OncoDrug_B,Line_3,M4,4,223.13,129,Medium,Critical,0.88,Minor_Fluctuation,Night,82.21,2.38,12.1,20003.51,21781.99,23/01/2024 00:00
B2265,OncoDrug_C,Line_1,M3,7,150.15,162,Medium,Strict,0.4,Minor_Fluctuation,Night,55.54,2.62,11.45,20358.83,22012.07,23/01/2024 02:00
B2266,OncoDrug_A,Line_4,M1,5,148.4,130,Medium,Standard,0.66,Stable,Night,46.93,3.32,19.95,17704.18,19418.69,23/01/2024 04:00
B2267,OncoDrug_B,Line_4,M3,5,88.98,83,Low,Critical,0.77,Controlled_Adjustment,Evening,57.65,3.35,10.97,7260.97,8858.83,23/01/2024 06:00
B2268,OncoDrug_C,Line_1,M1,4,164.7,169,Medium,Standard,0.48,Stable,Night,57.34,2.95,10.27,22268.41,23533.71,23/01/2024 08:00
B2269,OncoDrug_D,Line_2,M4,4,154.83,153,Medium,Critical,0.58,Minor_Fluctuation,Morning,73.34,2.9,16.33,13346.99,15395.62,23/01/2024 10:00
B2270,OncoDrug_A,Line_1,M4,5,90.63,106,High,Strict,0.95,Controlled_Adjustment,Morning,48.94,2.27,11.62,11286.64,12409.82,23/01/2024 12:00
B2271,OncoDrug_D,Line_2,M3,4,196.6,106,High,Strict,0.86,Minor_Fluctuation,Evening,54.24,3.23,10.6,28806.92,30083.37,23/01/2024 14:00
B2272,OncoDrug_A,Line_1,M2,6,111.36,120,High,Strict,0.94,Minor_Fluctuation,Morning,53.32,3.55,12.55,13480.64,15285.52,23/01/2024 16:00
B2273,OncoDrug_B,Line_2,M3,7,168.07,168,Medium,Critical,0.83,Stable,Morning,78.48,2.3,15.42,23478.33,25951.76,23/01/2024 18:00
B2274,OncoDrug_C,Line_1,M3,3,228.36,152,High,Standard,0.65,Stable,Night,44.19,3.05,12.67,29555.19,30519.27,23/01/2024 20:00
B2275,OncoDrug_D,Line_1,M4,3,93.7,98,Low,Strict,0.67,Stable,Evening,49.49,2.0,13.53,7542.29,8508.99,23/01/2024 22:00
B2276,OncoDrug_A,Line_3,M4,2,107.01,119,High,Strict,0.47,Minor_Fluctuation,Evening,47.26,3.47,17.45,8661.55,9813.91,24/01/2024 00:00
B2277,OncoDrug_C,Line_4,M2,5,87.58,145,Medium,Strict,0.54,Stable,Evening,52.58,2.57,11.98,11832.11,13136.97,24/01/2024 02:00
B2278,OncoDrug_D,Line_1,M4,3,126.23,165,High,Standard,0.86,Controlled_Adjustment,Morning,51.71,3.65,19.92,10509.4,12105.52,24/01/2024 04:00
B2279,OncoDrug_D,Line_1,M3,3,234.09,80,Medium,Standard,0.69,Stable,Night,43.38,2.53,16.97,20143.76,21209.46,24/01/2024 06:00
B2280,OncoDrug_C,Line_4,M5,3,204.52,179,Medium,Critical,0.54,Minor_Fluctuation,Evening,83.6,3.48,13.4,23003.03,24996.89,24/01/2024 08:00
B2281,OncoDrug_C,Line_4,M4,2,241.0,199,Low,Standard,0.59,Stable,Morning,71.75,2.67,11.0,21831.18,23003.1,24/01/2024 10:00
B2282,OncoDrug_A,Line_2,M5,5,151.06,130,High,Standard,0.78,Minor_Fluctuation,Evening,47.16,3.0,14.22,16356.36,17734.22,24/01/2024 12:00
B2283,OncoDrug_A,Line_4,M2,4,91.5,145,Low,Critical,0.7,Minor_Fluctuation,Evening,74.47,3.62,16.55,10255.82,12565.63,24/01/2024 14:00
B2284,OncoDrug_A,Line_1,M4,2,152.87,64,Low,Strict,0.92,Stable,Morning,56.77,3.62,10.72,16635.56,17654.58,24/01/2024 16:00
B2285,OncoDrug_A,Line_4,M5,6,207.38,135,High,Critical,0.43,Minor_Fluctuation,Morning,60.59,2.65,13.22,28296.4,30060.58,24/01/2024 18:00
B2286,OncoDrug_D,Line_2,M3,3,246.27,122,Medium,Standard,0.67,Controlled_Adjustment,Evening,55.97,2.42,14.7,32776.08,34004.62,24/01/2024 20:00
B2287,OncoDrug_B,Line_4,M3,5,168.3,179,Medium,Strict,0.47,Stable,Evening,62.87,3.3,18.78,23719.66,25937.93,24/01/2024 22:00
B2288,OncoDrug_D,Line_1,M1,4,240.93,117,Low,Strict,0.81,Stable,Morning,73.98,2.03,9.05,28359.48,29630.7,25/01/2024 00:00
B2289,OncoDrug_B,Line_1,M5,5,215.72,82,Medium,Standard,0.85,Minor_Fluctuation,Night,52.24,2.82,15.43,28969.45,30511.4,25/01/2024 02:00
B2290,OncoDrug_B,Line_2,M3,4,113.25,71,Medium,Critical,0.69,Stable,Evening,51.58,2.58,16.4,14091.1,15470.0,25/01/2024 04:00
B2291,OncoDrug_C,Line_2,M2,2,147.31,163,Medium,Standard,0.69,Controlled_Adjustment,Morning,56.76,2.98,16.12,17537.47,18790.92,25/01/2024 06:00
B2292,OncoDrug_A,Line_4,M1,3,133.85,190,Low,Critical,0.6,Minor_Fluctuation,Morning,96.77,2.12,18.53,17572.36,19980.32,25/01/2024 08:00
B2293,OncoDrug_B,Line_2,M3,4,133.24,169,Medium,Strict,0.45,Minor_Fluctuation,Morning,60.3,2.52,19.13,18153.91,19914.67,25/01/2024 10:00
B2294,OncoDrug_D,Line_1,M5,7,134.34,188,Low,Critical,0.63,Minor_Fluctuation,Evening,83.46,3.57,17.83,12273.12,15845.21,25/01/2024 12:00
B2295,OncoDrug_D,Line_4,M2,4,196.77,190,Medium,Strict,0.69,Controlled_Adjustment,Morning,75.04,2.4,19.42,16835.03,19012.44,25/01/2024 14:00
B2296,OncoDrug_B,Line_4,M5,6,245.49,68,Low,Critical,0.85,Stable,Morning,71.57,2.72,14.6,27735.64,29947.15,25/01/2024 16:00
B2297,OncoDrug_C,Line_1,M3,5,158.08,190,Low,Strict,0.88,Stable,Morning,83.91,2.48,12.93,13895.75,16022.87,25/01/2024 18:00
B2298,OncoDrug_D,Line_4,M2,3,97.11,93,Medium,Standard,0.59,Controlled_Adjustment,Evening,43.43,2.93,12.97,11989.49,12934.81,25/01/2024 20:00
B2299,OncoDrug_D,Line_1,M5,7,205.47,167,High,Strict,0.66,Stable,Night,59.38,2.23,13.13,18253.81,19961.97,25/01/2024 22:00
B2300,OncoDrug_B,Line_2,M4,3,135.27,106,Medium,Strict,0.5,Stable,Evening,46.29,3.18,18.98,16908.69,18229.5,26/01/2024 00:00
B2301,OncoDrug_B,Line_1,M4,5,227.29,106,Low,Strict,0.57,Minor_Fluctuation,Evening,59.72,3.03,17.2,18710.9,20643.84,26/01/2024 02:00
B2302,OncoDrug_C,Line_1,M3,6,149.41,98,Medium,Standard,0.84,Minor_Fluctuation,Evening,48.12,3.5,15.1,13721.36,15458.49,26/01/2024 04:00
B2303,OncoDrug_A,Line_4,M4,3,156.0,97,High,Critical,0.52,Stable,Night,50.77,3.18,17.43,16987.29,18357.23,26/01/2024 06:00
B2304,OncoDrug_A,Line_4,M4,7,161.44,172,Medium,Standard,0.42,Stable,Evening,53.3,3.43,19.35,22615.42,24927.75,26/01/2024 08:00
B2305,OncoDrug_B,Line_3,M5,4,245.37,190,Medium,Critical,0.81,Controlled_Adjustment,Morning,93.68,3.2,13.05,19939.04,22360.67,26/01/2024 10:00
B2306,OncoDrug_D,Line_3,M4,7,203.53,183,Medium,Critical,0.86,Controlled_Adjustment,Evening,90.28,2.22,10.32,26308.41,28640.64,26/01/2024 12:00
B2307,OncoDrug_B,Line_1,M4,6,91.62,89,High,Critical,0.43,Minor_Fluctuation,Morning,38.51,2.53,14.58,9149.7,10296.66,26/01/2024 14:00
B2308,OncoDrug_D,Line_2,M5,7,181.72,137,Low,Strict,0.81,Stable,Evening,69.74,3.42,18.85,16895.15,19877.69,26/01/2024 16:00
B2309,OncoDrug_C,Line_4,M5,6,222.49,71,Medium,Strict,0.72,Controlled_Adjustment,Evening,50.3,3.05,16.55,31125.49,32878.45,26/01/2024 18:00
B2310,OncoDrug_A,Line_3,M3,6,90.82,79,Low,Standard,0.52,Controlled_Adjustment,Morning,40.81,3.2,15.73,7473.06,8898.68,26/01/2024 20:00
B2311,OncoDrug_B,Line_3,M3,4,220.98,124,High,Standard,0.41,Minor_Fluctuation,Night,41.64,3.43,15.5,18949.92,20167.2,26/01/2024 22:00
B2312,OncoDrug_D,Line_1,M3,7,153.88,106,Low,Standard,0.48,Minor_Fluctuation,Evening,40.95,2.35,12.18,22523.24,23695.77,27/01/2024 00:00
B2313,OncoDrug_C,Line_4,M3,7,180.59,191,Low,Standard,0.77,Stable,Night,69.06,3.52,17.32,17407.45,20303.37,27/01/2024 02:00
B2314,OncoDrug_D,Line_4,M1,5,162.9,145,Medium,Strict,0.54,Stable,Morning,56.81,2.0,18.05,20263.11,21856.63,27/01/2024 04:00
B2315,OncoDrug_B,Line_4,M2,7,231.55,120,Medium,Standard,0.66,Minor_Fluctuation,Evening,44.96,3.48,13.03,20793.72,22475.98,27/01/2024 06:00
B2316,OncoDrug_A,Line_1,M2,5,159.84,152,High,Critical,0.66,Minor_Fluctuation,Night,63.43,2.78,19.8,18566.92,20705.57,27/01/2024 08:00
B2317,OncoDrug_B,Line_4,M3,7,225.2,172,Low,Critical,0.52,Minor_Fluctuation,Evening,92.21,2.7,15.05,19719.19,22849.72,27/01/2024 10:00
B2318,OncoDrug_C,Line_4,M2,3,158.68,121,Medium,Strict,0.62,Controlled_Adjustment,Night,53.31,2.27,17.83,18331.09,19644.29,27/01/2024 12:00
B2319,OncoDrug_C,Line_1,M3,2,85.04,70,High,Critical,0.42,Minor_Fluctuation,Morning,41.02,2.17,13.87,12336.41,13082.98,27/01/2024 14:00
B2320,OncoDrug_B,Line_4,M5,6,147.08,167,Low,Standard,0.8,Stable,Night,65.29,2.18,15.73,14951.37,16833.9,27/01/2024 16:00
B2321,OncoDrug_D,Line_4,M3,6,202.13,67,Low,Critical,0.87,Controlled_Adjustment,Morning,65.53,2.75,14.03,26323.79,28324.64,27/01/2024 18:00
B2322,OncoDrug_D,Line_1,M5,2,182.65,141,Medium,Strict,0.54,Controlled_Adjustment,Evening,64.33,2.58,18.22,15791.49,17295.74,27/01/2024 20:00
B2323,OncoDrug_C,Line_1,M2,5,173.43,172,Low,Standard,0.44,Minor_Fluctuation,Morning,61.04,2.23,9.0,25306.93,26537.9,27/01/2024 22:00
B2324,OncoDrug_D,Line_3,M3,6,195.37,110,High,Standard,0.73,Minor_Fluctuation,Night,43.85,2.45,9.72,24353.63,25424.3,28/01/2024 00:00
B2325,OncoDrug_A,Line_2,M5,6,233.42,190,High,Strict,0.69,Controlled_Adjustment,Night,69.69,2.65,12.62,18864.64,20851.97,28/01/2024 02:00
B2326,OncoDrug_A,Line_3,M5,7,170.52,124,High,Critical,0.45,Minor_Fluctuation,Evening,55.56,3.02,9.13,16220.83,17901.52,28/01/2024 04:00
B2327,OncoDrug_C,Line_3,M3,2,203.96,97,Low,Strict,0.87,Minor_Fluctuation,Evening,65.19,2.88,10.1,22454.96,23489.3,28/01/2024 06:00
B2328,OncoDrug_B,Line_3,M4,4,93.19,132,High,Strict,0.57,Controlled_Adjustment,Night,45.74,3.62,15.83,10391.99,11777.91,28/01/2024 08:00
B2329,OncoDrug_C,Line_3,M2,5,235.83,122,Medium,Standard,0.45,Stable,Morning,51.49,3.23,17.65,19069.45,20810.67,28/01/2024 10:00
B2330,OncoDrug_D,Line_2,M2,4,182.18,159,Medium,Strict,0.62,Controlled_Adjustment,Night,68.37,2.45,8.43,16393.08,17639.69,28/01/2024 12:00
B2331,OncoDrug_C,Line_4,M5,2,138.8,78,High,Standard,0.41,Minor_Fluctuation,Evening,41.43,2.98,15.3,14413.22,15294.3,28/01/2024 14:00
B2332,OncoDrug_A,Line_4,M4,4,149.64,108,Low,Strict,0.46,Minor_Fluctuation,Night,51.91,2.78,18.78,18048.53,19601.51,28/01/2024 16:00
B2333,OncoDrug_B,Line_3,M2,7,157.18,191,Low,Strict,0.49,Controlled_Adjustment,Night,76.06,2.82,14.58,23328.96,25937.81,28/01/2024 18:00
B2334,OncoDrug_C,Line_2,M1,4,243.88,63,Medium,Standard,0.45,Minor_Fluctuation,Night,30.99,2.08,10.4,27338.45,27919.0,28/01/2024 20:00
B2335,OncoDrug_C,Line_2,M3,7,102.11,181,High,Standard,0.46,Minor_Fluctuation,Morning,42.39,2.68,10.38,10412.75,11649.12,28/01/2024 22:00
B2336,OncoDrug_A,Line_2,M3,7,182.5,172,Low,Strict,0.45,Minor_Fluctuation,Morning,65.03,2.27,10.13,27001.27,28692.05,29/01/2024 00:00
B2337,OncoDrug_B,Line_3,M2,7,172.04,108,High,Standard,0.69,Stable,Evening,41.88,3.42,14.63,23861.58,25476.06,29/01/2024 02:00
B2338,OncoDrug_C,Line_3,M5,4,131.4,168,Low,Critical,0.51,Minor_Fluctuation,Night,78.01,2.33,13.32,18152.21,19919.14,29/01/2024 04:00
B2339,OncoDrug_C,Line_3,M2,5,139.04,151,Low,Standard,0.72,Stable,Night,57.49,3.63,10.17,19072.13,20701.02,29/01/2024 06:00
B2340,OncoDrug_D,Line_1,M4,5,148.3,76,Medium,Standard,0.8,Stable,Evening,37.47,2.38,11.07,19450.94,20312.12,29/01/2024 08:00
B2341,OncoDrug_C,Line_3,M3,5,224.93,160,Medium,Critical,0.7,Stable,Morning,76.38,2.3,9.38,27332.06,28927.13,29/01/2024 10:00
B2342,OncoDrug_A,Line_1,M1,3,202.76,106,Medium,Critical,0.88,Minor_Fluctuation,Evening,71.49,3.52,16.93,27493.78,29458.56,29/01/2024 12:00
B2343,OncoDrug_B,Line_4,M2,5,159.35,71,Low,Standard,0.93,Stable,Morning,45.87,2.3,19.42,23690.86,25109.01,29/01/2024 14:00
B2344,OncoDrug_C,Line_4,M5,5,208.29,129,Low,Standard,0.72,Stable,Night,53.53,2.53,11.92,23095.89,24411.83,29/01/2024 16:00
B2345,OncoDrug_C,Line_2,M5,4,166.92,141,High,Strict,0.64,Stable,Night,51.13,2.77,14.4,18920.66,20222.77,29/01/2024 18:00
B2346,OncoDrug_C,Line_3,M1,2,90.11,140,High,Standard,0.75,Minor_Fluctuation,Night,44.19,3.03,13.7,10036.68,10910.17,29/01/2024 20:00
B2347,OncoDrug_C,Line_2,M4,6,245.16,90,Medium,Strict,0.8,Minor_Fluctuation,Night,52.73,3.58,8.68,31415.01,33006.58,29/01/2024 22:00
B2348,OncoDrug_B,Line_3,M4,4,228.25,197,High,Standard,0.47,Stable,Night,53.53,3.08,19.67,22713.71,24426.67,30/01/2024 00:00
B2349,OncoDrug_C,Line_1,M5,7,242.77,106,Medium,Standard,0.94,Minor_Fluctuation,Morning,49.43,2.12,10.2,20947.53,22184.1,30/01/2024 02:00
B2350,OncoDrug_B,Line_2,M5,7,82.43,124,High,Strict,0.59,Minor_Fluctuation,Evening,41.78,2.2,19.12,11031.64,12473.75,30/01/2024 04:00
B2351,OncoDrug_D,Line_4,M5,2,210.24,94,Medium,Strict,0.74,Controlled_Adjustment,Evening,57.05,2.37,12.73,27461.61,28458.08,30/01/2024 06:00
B2352,OncoDrug_C,Line_1,M5,7,149.28,161,High,Strict,0.57,Minor_Fluctuation,Evening,60.66,3.27,19.73,19233.97,21818.09,30/01/2024 08:00
B2353,OncoDrug_B,Line_1,M4,6,242.37,182,High,Critical,0.88,Controlled_Adjustment,Night,84.71,3.08,19.27,27883.09,31082.31,30/01/2024 10:00
B2354,OncoDrug_D,Line_4,M5,3,121.18,161,High,Standard,0.43,Controlled_Adjustment,Morning,44.69,2.5,16.78,17018.19,18103.41,30/01/2024 12:00
B2355,OncoDrug_A,Line_4,M1,4,216.59,179,High,Critical,0.62,Minor_Fluctuation,Morning,72.63,2.43,18.82,22201.7,24275.29,30/01/2024 14:00
B2356,OncoDrug_A,Line_2,M4,6,223.18,72,Low,Critical,0.73,Controlled_Adjustment,Evening,66.19,3.42,8.83,31737.46,33679.03,30/01/2024 16:00
B2357,OncoDrug_B,Line_4,M2,7,157.17,113,High,Critical,0.44,Controlled_Adjustment,Morning,45.51,2.52,8.55,17669.49,18860.33,30/01/2024 18:00
B2358,OncoDrug_C,Line_2,M3,7,219.83,138,High,Standard,0.7,Controlled_Adjustment,Night,45.15,3.43,16.08,23763.98,25575.25,30/01/2024 20:00
B2359,OncoDrug_C,Line_3,M4,7,229.94,157,Low,Strict,0.8,Controlled_Adjustment,Evening,76.51,3.25,17.67,23506.88,26599.16,30/01/2024 22:00
B2360,OncoDrug_C,Line_3,M2,2,166.89,77,Low,Standard,0.55,Controlled_Adjustment,Evening,42.74,2.82,14.82,16234.86,17108.89,31/01/2024 00:00
B2361,OncoDrug_B,Line_4,M5,2,94.06,198,Medium,Critical,0.85,Stable,Morning,89.97,2.3,10.6,13073.61,14441.15,31/01/2024 02:00
B2362,OncoDrug_B,Line_1,M2,5,177.21,141,Medium,Standard,0.89,Controlled_Adjustment,Morning,59.41,2.92,19.83,15284.2,17328.89,31/01/2024 04:00
B2363,OncoDrug_C,Line_4,M5,3,87.19,119,High,Standard,0.75,Controlled_Adjustment,Evening,41.43,2.9,11.23,7994.13,8819.97,31/01/2024 06:00
B2364,OncoDrug_B,Line_4,M3,6,228.84,160,High,Standard,0.93,Controlled_Adjustment,Morning,54.17,2.33,19.18,34316.99,36114.53,31/01/2024 08:00
B2365,OncoDrug_D,Line_2,M3,2,141.21,107,High,Critical,0.61,Controlled_Adjustment,Evening,58.65,2.67,14.23,15820.86,16968.45,31/01/2024 10:00
B2366,OncoDrug_A,Line_1,M1,3,187.85,164,Medium,Critical,0.43,Minor_Fluctuation,Morning,71.71,2.2,9.98,26209.94,27399.14,31/01/2024 12:00
B2367,OncoDrug_C,Line_4,M2,2,191.75,113,Medium,Critical,0.88,Stable,Night,78.32,3.6,9.98,24437.96,25783.76,31/01/2024 14:00
B2368,OncoDrug_A,Line_1,M5,6,86.11,196,High,Standard,0.48,Controlled_Adjustment,Morning,53.12,2.45,13.75,10775.6,12286.87,31/01/2024 16:00
B2369,OncoDrug_C,Line_2,M4,6,195.97,113,High,Critical,0.51,Stable,Evening,56.21,3.65,17.2,19620.55,21818.36,31/01/2024 18:00
B2370,OncoDrug_A,Line_1,M4,4,193.37,108,Low,Strict,0.46,Controlled_Adjustment,Night,49.12,2.87,18.08,15668.27,17119.77,31/01/2024 20:00
B2371,OncoDrug_D,Line_1,M2,6,234.88,61,High,Strict,0.41,Stable,Morning,35.35,3.65,14.95,25591.53,26894.18,31/01/2024 22:00
B2372,OncoDrug_D,Line_3,M4,2,205.15,161,Low,Strict,0.69,Stable,Night,77.26,2.7,15.13,30248.93,31835.34,01/02/2024 00:00
B2373,OncoDrug_B,Line_1,M5,5,147.6,124,Low,Standard,0.57,Minor_Fluctuation,Evening,50.18,2.45,19.77,14079.04,15685.63,01/02/2024 02:00
B2374,OncoDrug_A,Line_2,M2,5,245.92,86,Medium,Strict,0.72,Controlled_Adjustment,Evening,52.21,2.55,15.33,24245.68,25711.91,01/02/2024 04:00
B2375,OncoDrug_D,Line_4,M4,6,138.11,114,Low,Critical,0.68,Minor_Fluctuation,Night,64.71,2.93,18.95,16565.27,18930.42,01/02/2024 06:00
B2376,OncoDrug_A,Line_4,M5,4,192.71,194,Medium,Standard,0.88,Controlled_Adjustment,Morning,70.1,2.12,12.07,23593.69,25033.07,01/02/2024 08:00
B2377,OncoDrug_D,Line_2,M1,6,147.66,191,Low,Strict,0.89,Controlled_Adjustment,Evening,88.12,2.47,16.47,21501.86,24257.08,01/02/2024 10:00
B2378,OncoDrug_C,Line_4,M4,3,162.29,138,High,Strict,0.43,Minor_Fluctuation,Evening,51.86,2.13,18.83,21903.61,23212.21,01/02/2024 12:00
B2379,OncoDrug_B,Line_1,M5,5,172.56,91,High,Strict,0.44,Stable,Morning,44.26,2.27,17.83,22570.06,23860.97,01/02/2024 14:00
B2380,OncoDrug_D,Line_2,M5,3,232.33,84,High,Standard,0.83,Controlled_Adjustment,Evening,40.18,2.87,15.92,28929.34,29914.42,01/02/2024 16:00
B2381,OncoDrug_C,Line_2,M1,5,189.28,124,Medium,Critical,0.59,Controlled_Adjustment,Morning,65.63,2.85,10.02,18991.39,20584.01,01/02/2024 18:00
B2382,OncoDrug_B,Line_3,M2,5,171.6,85,High,Standard,0.48,Stable,Night,30.19,2.82,15.35,20090.06,20978.66,01/02/2024 20:00
B2383,OncoDrug_B,Line_3,M3,6,241.34,105,Medium,Critical,0.44,Controlled_Adjustment,Night,58.3,2.62,17.88,32940.2,34898.11,01/02/2024 22:00
B2384,OncoDrug_C,Line_3,M1,3,172.97,105,High,Critical,0.64,Controlled_Adjustment,Night,51.35,2.53,13.83,23440.37,24540.97,02/02/2024 00:00
B2385,OncoDrug_C,Line_1,M4,4,146.62,129,Medium,Standard,0.46,Minor_Fluctuation,Night,44.03,3.12,12.52,21939.22,23039.23,02/02/2024 02:00
B2386,OncoDrug_D,Line_1,M2,4,246.79,135,High,Standard,0.54,Minor_Fluctuation,Evening,53.45,2.9,10.88,19988.7,21190.43,02/02/2024 04:00
B2387,OncoDrug_A,Line_2,M2,5,214.74,118,High,Critical,0.6,Minor_Fluctuation,Morning,54.64,2.27,18.63,23119.98,24757.36,02/02/2024 06:00
B2388,OncoDrug_B,Line_4,M4,3,244.4,67,Medium,Standard,0.49,Minor_Fluctuation,Morning,44.17,3.55,15.43,30956.07,32108.17,02/02/2024 08:00
B2389,OncoDrug_D,Line_2,M1,4,243.23,145,High,Critical,0.87,Controlled_Adjustment,Night,73.62,2.72,10.6,33681.93,35262.31,02/02/2024 10:00
B2390,OncoDrug_B,Line_1,M1,5,140.69,163,High,Strict,0.87,Stable,Morning,59.69,2.43,14.13,15991.72,17561.56,02/02/2024 12:00
B2391,OncoDrug_B,Line_3,M4,6,80.08,68,Medium,Standard,0.48,Minor_Fluctuation,Evening,29.67,2.43,17.42,11973.48,12923.42,02/02/2024 14:00
B2392,OncoDrug_A,Line_3,M3,2,209.37,126,High,Strict,0.62,Controlled_Adjustment,Morning,55.67,3.5,8.6,28292.02,29160.47,02/02/2024 16:00
B2393,OncoDrug_B,Line_4,M1,5,145.67,150,Low,Strict,0.63,Minor_Fluctuation,Evening,66.08,3.07,10.22,20854.32,22542.67,02/02/2024 18:00
B2394,OncoDrug_A,Line_3,M4,3,236.1,175,High,Critical,0.42,Controlled_Adjustment,Evening,72.59,2.07,11.53,21783.95,23071.21,02/02/2024 20:00
B2395,OncoDrug_A,Line_3,M2,3,195.52,127,Low,Standard,0.72,Controlled_Adjustment,Evening,60.17,2.17,19.33,22713.75,24268.14,02/02/2024 22:00
B2396,OncoDrug_B,Line_3,M4,3,222.74,168,Low,Critical,0.59,Minor_Fluctuation,Night,88.34,2.05,9.72,25576.99,26978.65,03/02/2024 00:00
B2397,OncoDrug_C,Line_2,M4,5,114.76,195,High,Critical,0.5,Stable,Night,71.7,2.3,10.18,16049.2,17603.89,03/02/2024 02:00
B2398,OncoDrug_C,Line_2,M2,5,188.13,127,Low,Critical,0.56,Stable,Morning,70.96,2.38,13.03,26057.09,27827.54,03/02/2024 04:00
B2399,OncoDrug_B,Line_1,M1,6,203.55,83,High,Strict,0.59,Minor_Fluctuation,Evening,44.75,2.05,13.15,28763.65,29902.54,03/02/2024 06:00
B2400,OncoDrug_D,Line_1,M5,6,128.02,82,High,Critical,0.91,Stable,Evening,54.7,2.67,16.8,13974.65,15768.81,03/02/2024 08:00
B2401,OncoDrug_B,Line_1,M2,7,141.57,116,Low,Standard,0.94,Controlled_Adjustment,Evening,48.94,2.1,18.57,14340.18,15968.25,03/02/2024 10:00
B2402,OncoDrug_B,Line_4,M3,6,154.37,187,Medium,Strict,0.4,Stable,Morning,65.04,2.67,14.03,18937.45,20890.82,03/02/2024 12:00
B2403,OncoDrug_C,Line_4,M5,7,135.3,84,Low,Standard,0.54,Controlled_Adjustment,Evening,35.93,2.83,11.75,12011.27,13146.06,03/02/2024 14:00
B2404,OncoDrug_B,Line_4,M2,4,249.92,98,Medium,Strict,0.52,Stable,Evening,52.51,3.18,12.85,21366.35,22709.73,03/02/2024 16:00
B2405,OncoDrug_B,Line_4,M3,3,200.58,68,Low,Strict,0.55,Controlled_Adjustment,Night,52.73,3.58,8.48,22812.62,23826.8,03/02/2024 18:00
B2406,OncoDrug_C,Line_3,M5,2,182.26,170,High,Strict,0.79,Minor_Fluctuation,Night,65.0,3.07,11.5,21073.81,22219.98,03/02/2024 20:00
B2407,OncoDrug_B,Line_3,M4,5,245.31,186,Low,Strict,0.86,Controlled_Adjustment,Morning,87.61,2.23,9.92,21311.78,23158.89,03/02/2024 22:00
B2408,OncoDrug_C,Line_1,M5,7,236.57,181,High,Strict,0.8,Minor_Fluctuation,Evening,66.48,2.67,16.27,21279.84,23602.21,04/02/2024 00:00
B2409,OncoDrug_C,Line_2,M4,7,137.05,111,Low,Standard,0.49,Controlled_Adjustment,Night,46.34,3.33,17.9,18300.84,20211.59,04/02/2024 02:00
B2410,OncoDrug_C,Line_4,M2,6,241.01,124,Medium,Critical,0.57,Minor_Fluctuation,Evening,71.26,3.58,10.45,34574.65,36851.41,04/02/2024 04:00
B2411,OncoDrug_A,Line_4,M2,2,84.28,175,Medium,Critical,0.47,Stable,Night,62.22,3.28,12.82,11717.8,12923.83,04/02/2024 06:00
B2412,OncoDrug_C,Line_2,M5,5,175.03,142,Medium,Standard,0.79,Minor_Fluctuation,Night,61.82,3.07,15.87,22804.54,24733.32,04/02/2024 08:00
B2413,OncoDrug_D,Line_1,M3,7,100.14,123,Medium,Strict,0.79,Minor_Fluctuation,Night,59.64,2.3,18.18,8934.83,10979.48,04/02/2024 10:00
B2414,OncoDrug_A,Line_2,M3,3,217.49,154,Medium,Critical,0.57,Minor_Fluctuation,Evening,78.23,2.93,16.97,22162.76,24178.49,04/02/2024 12:00
B2415,OncoDrug_C,Line_3,M5,4,224.62,142,Medium,Strict,0.75,Stable,Evening,64.52,3.32,10.38,20908.13,22434.02,04/02/2024 14:00
B2416,OncoDrug_D,Line_1,M3,5,128.9,134,Medium,Standard,0.51,Stable,Night,47.47,2.07,17.8,18233.71,19569.2,04/02/2024 16:00
B2417,OncoDrug_D,Line_2,M4,6,91.62,118,Medium,Standard,0.6,Controlled_Adjustment,Night,41.44,2.82,16.47,11725.63,13108.35,04/02/2024 18:00
B2418,OncoDrug_C,Line_3,M4,6,92.26,106,High,Strict,0.61,Stable,Morning,39.39,3.43,15.03,12452.07,13855.67,04/02/2024 20:00
B2419,OncoDrug_D,Line_1,M1,6,97.23,88,Medium,Critical,0.58,Stable,Evening,49.25,3.03,14.33,14451.39,16053.66,04/02/2024 22:00
